found_all_pumps,map_closed,coverage_of_room,time_taken,times_trained,avg_training_time,actions_activated,possible_crash,"strategy opt = maxE(accum_reward - time) [<=21]{DroneController.DescisionState}->{yaw,x,y} : <> (DroneController.target || time >= 20)"
True,True,88.9133986928104,8.04575721422831,14,12.4793316636767,126,False,
False,True,89.8243464052288,18.0016231894493,29,11.9742953119607,229,False,
True,True,90.7393790849673,5.02587149143219,9,12.6057527065277,67,False,
True,True,89.8937908496732,9.223359811306,18,13.0709015793271,136,False,
False,True,90.453431372549,18.0044158856074,39,12.0974925236824,337,False,
True,True,96.4869281045752,3.61683551470439,5,12.6879832744598,40,False,
True,True,89.8815359477124,10.026114432017,19,13.1428468101903,153,False,
True,True,88.4967320261438,4.81000949144363,9,12.9625516467624,42,False,
True,True,90.3227124183007,7.68341110150019,14,12.5890790905271,128,False,
True,True,89.734477124183,5.3545156399409,10,13.2031502246857,58,False,
True,True,91.3521241830065,8.54994564851125,18,11.1629221306907,164,False,
