found_all_pumps,map_closed,coverage_of_room,time_taken,times_trained,avg_training_time,actions_activated,possible_crash,"strategy opt = maxE(accum_reward - time) [<=11]{DroneController.DescisionState}->{yaw,x,y} : <> (DroneController.target || time >= 10)"
False,True,90.171568627451,18.0058081189791,40,5.77796305418015,366,False,
True,True,92.9330065359477,3.74614863395691,6,7.01811369260152,55,False,
True,True,89.1952614379085,6.72403225898743,17,6.68282173661625,112,False,
True,True,93.1290849673203,4.02375184694926,8,6.2518992125988,68,False,
True,True,90.7066993464052,6.32379006544749,13,6.11219206223121,101,False,
True,True,90.8455882352941,8.4120782494545,20,6.0171417593956,186,False,
True,True,90.2982026143791,5.83870344956716,15,6.0958528359731,110,False,
True,True,92.7328431372549,4.47228860457738,10,6.1835910320282,84,False,
False,True,89.9101307189543,18.0284585555394,48,5.63543695211411,444,False,
True,True,92.2875816993464,4.35090026458104,9,6.10379934310913,82,False,
True,True,90.890522875817,8.39325575828552,16,5.71381907165051,107,False,
True,True,91.9362745098039,7.37634504238764,18,6.23622902234395,160,False,
True,True,95.874183006536,4.20303271611532,8,6.80155298113823,69,False,
True,True,92.7982026143791,4.12776937882106,9,6.5615152782864,67,False,
True,True,89.6323529411765,6.63481914202372,15,6.86176207860311,128,False,
True,True,93.1168300653595,5.40982373555501,12,6.11036586761475,76,False,
True,True,93.031045751634,6.35472073554993,14,6.51648764950888,124,False,
True,True,92.8104575163399,11.428660261631,25,6.72008694648743,209,False,
True,True,92.7532679738562,14.1063920338949,38,5.5682794106634,322,False,
True,True,92.1691176470588,3.83298884232839,8,6.82659989595413,54,False,
True,True,89.5220588235294,6.4483149766922,15,5.34216694831848,133,False,
True,True,92.0547385620915,6.18311174710592,13,5.75289827126723,124,False,
True,True,98.0759803921569,3.63065046469371,7,7.20130133628845,53,False,
True,True,94.4117647058824,4.38899284998576,9,6.20053031709459,85,False,
True,True,94.5424836601307,3.23962262868881,5,6.8429753780365,45,False,
True,True,89.358660130719,11.1593666911125,27,5.73938484545107,198,False,
True,True,91.8137254901961,10.0949507951736,24,6.75557758410772,206,False,
True,True,93.7091503267974,4.3827367067337,8,6.22879815101624,73,False,
True,True,93.312908496732,7.30969579219818,16,7.19230532646179,128,False,
True,True,94.4035947712418,4.81412005821864,8,6.60540553927422,65,False,
True,True,88.6519607843137,4.87178248167038,11,5.23853325843811,101,False,
True,True,90.0122549019608,7.41823386351267,18,6.1063572830624,165,False,
True,True,91.0130718954248,10.1322106679281,25,6.8709317779541,201,False,
False,True,90.1021241830065,18.0034254908562,44,6.05337543379177,402,False,
True,True,89.9959150326798,14.076141556104,40,5.51807684898377,331,False,
True,True,93.9338235294118,3.55036412080129,7,6.82742806843349,48,False,
True,True,92.4509803921569,7.12737025022507,14,6.25880834034511,120,False,
True,True,90.0571895424837,16.8472170313199,47,5.99501501752975,382,False,
True,True,90.1266339869281,6.51279149452845,14,6.37742756094251,112,False,
True,True,91.437908496732,7.03833384513855,19,5.68495391544543,131,False,
True,True,87.8513071895425,9.31346592505773,23,6.32766872903575,187,False,
,,,8.3357884842338,20.1022727272727,6.21123286651687,168.238636363636,,
