found_all_pumps,map_closed,coverage_of_room,time_taken,times_trained,avg_training_time,actions_activated,possible_crash
True,True,94.0114379084967,3.95208607514699,6,14.6595312754313,44,False
True,True,89.812091503268,6.00729264815648,10,14.2366144180298,78,False
True,True,92.6143790849673,4.80633649031321,7,14.3924239703587,55,False
True,True,92.7859477124183,5.3555610259374,9,13.986098686854,54,False
True,True,96.0457516339869,3.97368700901667,6,14.3539869785309,50,False
True,True,90.80882352941177,5.750923307736715,8,15.22536239027977,75,False
True,True,93.5171568627451,4.0706031799316404,7,14.375922782080513,45,False
True,True,94.13807189542483,3.63772296110789,5,13.958056211471558,42,False
True,True,95.83333333333334,3.4672665278116863,5,14.601845121383667,37,False
True,True,92.31617647058825,4.992832799752553,8,14.665180534124374,64,False
