found_all_pumps,map_closed,coverage_of_room,time_taken,times_trained,avg_training_time,actions_activated,possible_crash
True,True,96.2715389185977,3.96302988529205,7,5.61116456985474,61,False
True,True,93.7128639334522,2.10350838899612,3,5.3593487739563,30,False
True,False,99.3018419489008,18.0022416551908,45,4.93959821065267,398,False
True,True,97.7941176470588,5.61149348417918,14,4.97793713637761,117,False
True,True,93.7648544266191,4.08892627159754,7,4.73750162124634,62,False
True,True,95.9558823529412,2.91822469631831,7,5.05843298775809,54,False
True,True,92.5579322638146,2.31965411106745,3,5.29082560539246,29,False
True,False,99.4726678550208,18.0015341560046,43,5.12960737250572,389,False
True,True,95.8370469399881,3.53916469017665,7,5.35955691337585,55,False
True,True,95.4991087344029,6.78964481751124,15,5.29036323229472,132,False
True,True,93.6868686868687,4.06575216849645,8,5.3005393743515,70,False
True,True,95.874183006536,6.00161056915919,12,5.17768790324529,106,False
True,True,94.4630124777184,7.81733363469442,15,5.37272569338481,147,False
True,True,93.0369875222817,2.18541604280472,4,5.00650042295456,27,False
True,True,96.49064171123,2.81957058509191,5,5.14304203987122,42,False
True,True,96.7877302436126,2.95026177962621,5,5.15004649162293,43,False
True,True,96.0375816993464,8.32800105015437,17,4.95980895266813,141,False
True,True,96.5017825311943,4.11780534187953,8,5.27950572967529,72,False
True,False,97.3410576351753,18.0610381086667,45,5.01769479645623,419,False
True,True,99.3129827688651,3.75190680027008,8,4.79239067435265,69,False
True,True,95.4099821746881,2.21766668558121,3,5.04770072301229,24,False
True,True,98.2286096256685,13.1015744884809,30,5.1756475687027,244,False
True,True,95.6216577540107,4.0674054145813,9,5.25403899616665,62,False
True,True,96.5277777777778,3.59787033001582,7,5.10931648526873,58,False
True,True,94.1993464052288,2.38759075800578,4,5.23606115579605,27,False
True,True,93.2449494949495,3.16478921969732,6,5.63494443893433,51,False
True,True,96.9734105763517,5.67249272664388,16,5.55721861124039,87,False
True,True,96.1378490790256,2.50597615639369,4,4.89900797605515,35,False
True,False,99.7103386809269,18.075528951486,41,5.23095563562905,343,False
True,True,91.7075163398693,3.09810366630554,5,4.5293155670166,41,False
True,True,100.159685086156,4.70117076237996,9,4.71547910902235,82,False
,,,6.1298802386048,13.2903225806452,5.14012789576908,113.451612903226,
,,,5.17846010229274,13.0695410487823,0.255433015034014,116.9113164496,
