found_all_pumps,map_closed,coverage_of_room,time_taken,times_trained,avg_training_time,actions_activated,possible_crash,"strategy opt = maxE(accum_reward - time) [<=11]{DroneController.DescisionState}->{yaw,x,y} : <> (DroneController.target || time >= 10)"
True,True,89.7058823529412,7.15057022968928,17,6.64562017777387,151,False,
False,False,92.2303921568627,10.0009515444438,16,6.06351913511753,138,False,
False,False,253.541666666667,10.1023880918821,11,5.62005652080883,77,True,
True,True,91.6217320261438,6.08446723620097,13,7.01161665182847,103,False,
True,True,88.4272875816994,8.15313675403595,21,6.04765625227065,169,False,
True,True,92.9125816993464,4.19395711024602,9,6.56048856841193,86,False,
True,True,89.5751633986928,3.59705028533936,7,5.94848615782602,59,False,
True,True,91.2009803921569,6.88952799240748,15,6.54066982269287,114,False,
True,True,92.7941176470588,8.1862393339475,20,6.50238729715347,132,False,
False,True,89.2361111111111,10.0059470891953,26,6.77393776636857,207,False,
True,True,89.7712418300654,9.58323847850164,22,6.64712902632627,199,False,
True,True,90.2982026143791,4.74175497293472,10,6.67839157581329,53,False,
